,price.open,price.high,price.low,price.close,volume,price.adjusted,ref.date,ticker,ret.adjusted.prices,ret.closing.prices,5 Day Percent Change,Direction
229,55.52,56.790001,55.349998,56.57,609600,54.831505,8/16/2018,NFG,0.019462915,0.01946293,0.49%,E
230,56.419998,57.400002,56.32,56.689999,770600,54.947811,8/17/2018,NFG,0.002121153,0.002121248,0.60%,U
231,56.91,57.330002,56.720001,56.889999,392300,55.14167,8/20/2018,NFG,0.003528057,0.003527959,0.46%,E
232,57.080002,57.470001,56.959999,57.049999,257700,55.296749,8/21/2018,NFG,0.002812374,0.002812445,0.55%,U
233,57.23,57.259998,56.880001,57.09,266700,55.335522,8/22/2018,NFG,0.00070118,0.000701157,0.18%,E
234,57.09,57.330002,56.360001,56.48,269100,54.744267,8/23/2018,NFG,-0.010684909,-0.010684884,-0.07%,E
235,56.619999,57.09,56.259998,56.389999,324900,54.657036,8/24/2018,NFG,-0.001593427,-0.001593502,-0.18%,E
236,56.5,56.5,55.869999,55.98,272500,54.259636,8/27/2018,NFG,-0.007270793,-0.007270775,-0.38%,E
237,56.080002,56.209999,55.630001,55.84,255500,54.12394,8/28/2018,NFG,-0.002500865,-0.002500893,-0.44%,E
238,56.220001,56.279999,55.790001,55.919998,396800,54.201477,8/29/2018,NFG,0.001432582,0.001432629,-0.20%,E
239,55.900002,56.220001,55.310001,55.630001,314200,53.920395,8/30/2018,NFG,-0.005185873,-0.005185927,-0.27%,E
240,55.509998,55.700001,55.27,55.529999,650400,53.823463,8/31/2018,NFG,-0.001797687,-0.001797627,-0.16%,E
241,55.630001,56.049999,54.98,55.200001,383000,53.503605,9/4/2018,NFG,-0.005942724,-0.005942698,-0.23%,E
242,55.200001,55.830002,54.849998,55.759998,624500,54.046398,9/5/2018,NFG,0.01014498,0.010144873,-0.06%,E
243,55.849998,55.849998,55.349998,55.459999,423600,53.755615,9/6/2018,NFG,-0.005380248,-0.005380183,-0.06%,E
244,55.209999,55.209999,54.759998,55.029999,495500,53.338829,9/7/2018,NFG,-0.007753348,-0.007753336,-0.18%,E
245,55.169998,55.23,54.810001,55.029999,584500,53.338829,9/10/2018,NFG,0,0,-0.06%,E
246,55,56.16,54.82,55.799999,474800,54.085167,9/11/2018,NFG,0.013992396,0.013992368,0.01%,E
247,55.950001,56.380001,55.709999,56.16,369400,54.434109,9/12/2018,NFG,0.006451713,0.006451631,0.25%,E
248,56.18,56.490002,55.82,56.459999,221900,54.724884,9/13/2018,NFG,0.005341779,0.005341863,0.51%,U
249,56.369999,56.959999,56.259998,56.77,500600,55.025356,9/14/2018,NFG,0.005490592,0.005490631,0.62%,U
250,56.82,57.189999,56.43,56.689999,475900,54.947811,9/17/2018,NFG,-0.001409259,-0.001409213,0.32%,E
251,56.459999,56.880001,56.299999,56.549999,301900,54.812119,9/18/2018,NFG,-0.002469471,-0.002469571,0.14%,E
252,56.580002,56.77,55.880001,56.080002,370800,54.356564,9/19/2018,NFG,-0.008311209,-0.008311176,-0.13%,E
253,56.189999,56.470001,56.02,56.419998,464600,54.686111,9/20/2018,NFG,0.00606269,0.006062696,-0.12%,E
254,56.369999,56.650002,56.099998,56.240002,1109600,54.511646,9/21/2018,NFG,-0.003190298,-0.003190287,-0.16%,E
255,56.299999,56.509998,55.68,56.130001,411600,54.405025,9/24/2018,NFG,-0.001955931,-0.001955921,-0.15%,E
256,56.330002,56.380001,55.560001,55.650002,509600,53.939777,9/25/2018,NFG,-0.008551563,-0.008551559,-0.15%,E
257,55.830002,55.830002,54.790001,54.82,352200,53.135284,9/26/2018,NFG,-0.014914652,-0.014914681,-0.57%,D
258,54.950001,55.549999,54.630001,55.470001,478100,54.18539,9/27/2018,NFG,0.019762875,0.011857005,-0.12%,E
259,55.400002,56.32,55.400002,56.060001,590400,54.761726,9/28/2018,NFG,0.010636373,0.01063638,0.13%,E
260,56.169998,56.43,55.889999,56.09,366700,54.791031,10/1/2018,NFG,0.000535137,0.000535123,0.31%,E
261,56.139999,56.759998,55.669998,56.48,558500,55.171997,10/2/2018,NFG,0.006953072,0.006953111,0.75%,U
262,56.52,56.93,56.310001,56.75,435200,55.435749,10/3/2018,NFG,0.004780541,0.004780453,0.46%,E
263,56.509998,56.919998,56.23,56.77,520500,55.45528,10/4/2018,NFG,0.000352318,0.000352423,0.25%,E
264,56.740002,57.48,56.740002,57.169998,368100,55.84602,10/5/2018,NFG,0.007046038,0.00704594,0.38%,E
265,57.110001,58.18,57.029999,58.009998,357900,56.666569,10/8/2018,NFG,0.014693061,0.014693021,0.54%,U
266,57.98,58.91,57.740002,58.5,369900,57.145218,10/9/2018,NFG,0.008446762,0.008446854,0.61%,U
267,58.599998,59.150002,58.299999,58.330002,636400,56.979156,10/10/2018,NFG,-0.002905965,-0.002905949,0.54%,U
268,58.110001,58.330002,56.959999,56.970001,797200,55.65065,10/11/2018,NFG,-0.023315649,-0.023315634,-0.07%,E
269,57.279999,57.279999,55.630001,55.990002,538400,54.693344,10/12/2018,NFG,-0.017202063,-0.017202018,-0.70%,D
270,55.52,57.450001,55.360001,56.77,579600,55.45528,10/15/2018,NFG,0.013931055,0.013931023,-0.60%,D
271,57.240002,57.91,56.669998,57.689999,379500,56.353977,10/16/2018,NFG,0.016205797,0.016205725,-0.22%,E
272,57.650002,57.73,56.91,57.459999,316600,56.129299,10/17/2018,NFG,-0.003986906,-0.003986826,0.17%,E
273,57.349998,57.91,57,57.349998,359000,56.021851,10/18/2018,NFG,-0.001914294,-0.001914393,0.48%,E
274,57.369999,58.549999,57.16,58.240002,415400,56.891239,10/19/2018,NFG,0.01551873,0.015518815,0.51%,U
275,58.02,58.599998,57.040001,57.099998,643000,55.777641,10/22/2018,NFG,-0.019574156,-0.019574244,-0.20%,E
276,56.790001,57.16,55.860001,56.900002,682400,55.582272,10/23/2018,NFG,-0.00350264,-0.003502557,-0.20%,E
277,57.049999,57.650002,56.400002,56.43,525700,55.123158,10/24/2018,NFG,-0.00826008,-0.00826014,-0.32%,E
278,56.509998,56.509998,55.009998,55.509998,606300,54.224461,10/25/2018,NFG,-0.016303438,-0.01630342,-0.96%,D
279,55.209999,55.540001,54.259998,55.16,798600,53.882568,10/26/2018,NFG,-0.006305143,-0.006305134,-0.69%,D
280,55.139999,55.66,54.150002,54.5,690700,53.237854,10/29/2018,NFG,-0.011965168,-0.011965192,-0.86%,D
281,54.619999,55.509998,54.48,55.07,490300,53.794655,10/30/2018,NFG,0.010458742,0.010458716,-0.49%,E
282,54.959999,55.060001,54.02,54.290001,1029900,53.032719,10/31/2018,NFG,-0.014163786,-0.014163773,-0.44%,E
283,54.450001,55.139999,54.169998,55,637800,53.726276,11/1/2018,NFG,0.013077908,0.013077896,-0.06%,E
284,54.240002,54.619999,50.759998,51.18,2007600,49.994743,11/2/2018,NFG,-0.069454525,-0.069454545,-1.23%,D
285,51.029999,54.110001,51,53.68,1598400,52.436844,11/5/2018,NFG,0.048847156,0.048847206,-0.52%,D
286,53.650002,53.959999,52.529999,53.93,1033900,52.681057,11/6/2018,NFG,0.004657279,0.004657228,-0.13%,E
287,54.189999,54.57,53.099998,54.419998,667000,53.159706,11/7/2018,NFG,0.00908579,0.009085815,-0.22%,E
288,54.330002,54.549999,53.349998,53.57,597300,52.329388,11/8/2018,NFG,-0.015619311,-0.015619221,0.90%,U
289,53.259998,54.700001,53.150002,54.150002,518000,52.895962,11/9/2018,NFG,0.010827071,0.010826993,0.17%,E
290,54.240002,54.82,53.91,53.98,554700,52.729897,11/12/2018,NFG,-0.003139465,-0.003139464,0.02%,E
291,54.029999,54.82,54.029999,54.18,848100,52.925266,11/13/2018,NFG,0.00370509,0.003705076,-0.09%,E
292,54.369999,54.43,52.02,52.09,764800,50.883671,11/14/2018,NFG,-0.038575054,-0.03857512,-0.55%,D
293,51.970001,52.619999,51.240002,52.279999,820100,51.069267,11/15/2018,NFG,0.003647457,0.003647514,-0.70%,D
294,52.57,53.16,52.119999,53.080002,693000,51.850739,11/16/2018,NFG,0.015302197,0.015302276,-0.34%,E
295,52.939999,54.23,52.849998,53.77,824800,52.524761,11/19/2018,NFG,0.012999275,0.012999208,-0.15%,E
296,53.639999,53.959999,52.669998,53.189999,601700,51.958187,11/20/2018,NFG,-0.010786798,-0.010786703,0.42%,E
297,53.16,54.259998,52.84,53.93,688100,52.681057,11/21/2018,NFG,0.013912533,0.013912409,0.62%,U
298,53.720001,54.240002,53.369999,53.98,199500,52.729897,11/23/2018,NFG,0.000927088,0.000927128,0.34%,E
299,54.09,54.59,53.91,54.52,394200,53.257389,11/26/2018,NFG,0.010003661,0.010003705,0.28%,E
300,54.400002,54.599998,53.82,54.150002,349300,52.895962,11/27/2018,NFG,-0.00678642,-0.006786464,0.36%,E
301,54.18,54.48,53.580002,54,393400,52.749432,11/28/2018,NFG,-0.002770155,-0.00277012,0.03%,E
302,53.900002,54.02,53.240002,53.380001,427700,52.143791,11/29/2018,NFG,-0.01148147,-0.011481463,-0.22%,E
303,53.240002,53.98,53.240002,53.849998,585200,52.602901,11/30/2018,NFG,0.008804692,0.008804739,-0.25%,E
304,54.25,54.950001,53.75,54.880001,414400,53.609055,12/3/2018,NFG,0.019127348,0.019127262,0.27%,E
305,55,55.18,53.889999,53.970001,422900,52.720127,12/4/2018,NFG,-0.016581676,-0.016581632,-0.01%,E
306,53.900002,54.799999,53.349998,54.700001,877700,53.433224,12/6/2018,NFG,0.013526087,0.013526033,0.49%,E
307,54.860001,55.16,54.450001,54.880001,575300,53.609055,12/7/2018,NFG,0.003290668,0.003290676,0.38%,E
308,54.75,55.490002,54.07,55.369999,517700,54.087704,12/10/2018,NFG,0.00892851,0.008928535,0.18%,E
309,55.5,55.689999,55.049999,55.389999,442300,54.107246,12/11/2018,NFG,0.000361302,0.000361206,0.52%,U
310,55.84,56.130001,55.369999,55.639999,379600,54.351452,12/12/2018,NFG,0.00451337,0.00451345,0.34%,E
311,55.66,56.279999,55.610001,55.98,456500,54.683578,12/13/2018,NFG,0.006110711,0.00611073,0.40%,E
312,55.75,56.240002,55.610001,55.869999,532800,54.576126,12/14/2018,NFG,-0.001964977,-0.001965005,0.18%,E
313,55.889999,56.27,54.48,54.610001,858000,53.34531,12/17/2018,NFG,-0.022552279,-0.022552318,-0.28%,E
314,54.66,55.07,53.790001,54.099998,734800,52.847115,12/18/2018,NFG,-0.009339059,-0.009339004,-0.56%,D
315,54.349998,55.240002,53.82,54.119999,506800,52.866653,12/19/2018,NFG,0.000369708,0.000369704,-0.68%,D
316,53.860001,54.599998,53.07,53.68,652700,52.436844,12/20/2018,NFG,-0.008130059,-0.008130063,-0.80%,D
317,53.580002,54.34,52.759998,53.18,2031200,51.948425,12/21/2018,NFG,-0.009314424,-0.009314456,-0.53%,D
318,53.02,53.220001,50.580002,50.630001,342800,49.457478,12/24/2018,NFG,-0.047950385,-0.047950338,-1.31%,D
319,50.720001,51.549999,49.599998,51.509998,489900,50.317093,12/26/2018,NFG,0.01738089,0.01738094,-0.99%,D
320,51.34,51.900002,50.43,51.889999,614600,50.688297,12/27/2018,NFG,0.007377294,0.007377228,-0.69%,D
321,51.599998,51.860001,50.509998,50.919998,514000,50.15152,12/28/2018,NFG,-0.010589762,-0.018693409,-0.71%,D
322,50.959999,51.259998,50.560001,51.18,569300,50.4076,12/31/2018,NFG,0.005106126,0.005106088,0.38%,E
323,50.889999,51.369999,49.75,50.869999,852000,50.102276,1/2/2019,NFG,-0.006057103,-0.006057073,-0.09%,E
324,51.02,51.98,51.02,51.419998,346200,50.643974,1/3/2019,NFG,0.010811844,0.010811854,-0.02%,E
325,51.549999,53,51.549999,52.66,630400,51.865261,1/4/2019,NFG,0.024115149,0.02411517,0.68%,U
326,52.610001,53.130001,52.200001,52.490002,466900,51.69783,1/7/2019,NFG,-0.003228192,-0.003228219,0.51%,U
327,52.689999,53.529999,52.68,53.419998,476900,52.613792,1/8/2019,NFG,0.01771761,0.017717584,0.98%,U
328,53.529999,53.740002,53.110001,53.540001,331300,52.731983,1/9/2019,NFG,0.002246388,0.002246406,0.80%,U
329,53.48,54.32,53.18,54.27,385600,53.450962,1/10/2019,NFG,0.013634591,0.013634647,0.60%,U
330,54.439999,54.459999,54.060001,54.43,306500,53.608551,1/11/2019,NFG,0.002948291,0.002948222,0.72%,U
331,53.790001,54.16,53.48,53.880001,354100,53.066853,1/14/2019,NFG,-0.010104694,-0.010104703,0.17%,E
332,53.82,54.73,53.810001,54.580002,414200,53.75629,1/15/2019,NFG,0.012991858,0.012991852,0.38%,E
333,54.68,55.299999,54.439999,55.18,294300,54.347233,1/16/2019,NFG,0.010993002,0.010993001,0.33%,E
334,54.889999,55.700001,54.799999,55.529999,366400,54.691948,1/17/2019,NFG,0.006342825,0.00634286,0.40%,E
335,55.470001,56.189999,55.470001,56.040001,266300,55.194252,1/18/2019,NFG,0.00918424,0.009184261,0.78%,U
336,56.080002,56.240002,55.48,55.98,3.00E+05,55.135159,1/22/2019,NFG,-0.001070637,-0.001070682,0.50%,U
337,55.900002,56.310001,55.869999,56.09,335200,55.2435,1/23/2019,NFG,0.001965007,0.001964987,0.33%,E
338,56.310001,56.669998,55.869999,56.669998,296200,55.814743,1/24/2019,NFG,0.010340456,0.010340489,0.41%,E
339,56.610001,57.080002,56.509998,56.919998,364000,56.06097,1/25/2019,NFG,0.004411505,0.004411505,0.31%,E
340,56.939999,56.939999,56.150002,56.580002,446000,55.726105,1/28/2019,NFG,-0.005973229,-0.005973226,0.21%,E
341,56.77,57,56.450001,56.779999,322300,55.923084,1/29/2019,NFG,0.003534771,0.003534765,0.24%,E
342,57.060001,57.43,56.57,57.220001,355600,56.356445,1/30/2019,NFG,0.007749233,0.007749243,0.19%,E
343,57.490002,57.52,56.91,57.299999,891300,56.435234,1/31/2019,NFG,0.001398048,0.001398078,0.13%,E
344,57.299999,59.09,56.950001,58.66,1027100,57.774712,2/1/2019,NFG,0.023734782,0.023734747,0.73%,U
345,58.290001,58.619999,57.59,58.27,569100,57.390594,2/4/2019,NFG,-0.006648549,-0.006648483,0.52%,U
346,58.27,58.650002,57.810001,58.560001,501400,57.67622,2/5/2019,NFG,0.004976878,0.004976849,0.46%,E
347,58.310001,58.560001,57.689999,58.259998,414500,57.380749,2/6/2019,NFG,-0.005122926,-0.005123002,0.33%,E
348,58.169998,58.549999,57.900002,58.290001,603500,57.410297,2/7/2019,NFG,0.000514946,0.000514985,-0.13%,E
349,58.27,58.360001,57.720001,58.209999,423100,57.331501,2/8/2019,NFG,-0.001372506,-0.001372482,-0.02%,E
350,58.009998,58.25,57.740002,58.18,303400,57.301956,2/11/2019,NFG,-0.000515336,-0.000515358,-0.13%,E
351,58.25,58.580002,58.139999,58.419998,356200,57.53833,2/12/2019,NFG,0.00412506,0.004125095,0.05%,E
352,58.259998,58.529999,57.799999,58.16,445700,57.282257,2/13/2019,NFG,-0.004450477,-0.004450497,-0.04%,E
353,58.240002,58.830002,58.169998,58.349998,352700,57.469387,2/14/2019,NFG,0.003266806,0.003266816,0.05%,E
354,58.459999,58.959999,58.459999,58.630001,443100,57.745163,2/15/2019,NFG,0.004798659,0.004798681,0.15%,E
355,58.66,58.939999,58.549999,58.73,314600,57.843655,2/19/2019,NFG,0.001705632,0.001705594,0.11%,E
356,58.700001,59.220001,58.459999,59.060001,280300,58.168674,2/20/2019,NFG,0.005618922,0.005618951,0.31%,E
357,59.07,59.799999,58.619999,59.75,341300,58.848259,2/21/2019,NFG,0.011683007,0.011683017,0.48%,E
358,59.889999,60.630001,59.66,60.48,358500,59.567242,2/22/2019,NFG,0.012217575,0.012217573,0.62%,U
359,60.389999,60.66,60.049999,60.580002,563400,59.665737,2/25/2019,NFG,0.001653509,0.001653472,0.62%,U
360,60.5,60.73,59.900002,59.939999,397600,59.035393,2/26/2019,NFG,-0.010564589,-0.010564592,0.29%,E
361,59.880001,60.25,59.59,60.220001,333900,59.311169,2/27/2019,NFG,0.004671367,0.004671371,0.16%,E
362,59.98,60.32,59.369999,60.189999,477100,59.28162,2/28/2019,NFG,-0.000498203,-0.000498207,-0.10%,E
363,60.16,60.369999,59.759998,59.950001,558100,59.045242,3/1/2019,NFG,-0.003987374,-0.00398734,-0.21%,E
364,60.130001,60.889999,59.75,60.880001,569400,59.961208,3/4/2019,NFG,0.015512952,0.015512927,0.31%,E
365,60.73,60.82,59.919998,60.02,669500,59.114185,3/5/2019,NFG,-0.014126183,-0.014126166,-0.07%,E
366,59.860001,60.099998,59.790001,59.82,362600,58.917202,3/6/2019,NFG,-0.003332246,-0.003332223,-0.12%,E
367,60,60.650002,59.93,60.029999,325600,59.124035,3/7/2019,NFG,0.003510571,0.003510515,0.03%,E
368,59.98,60.009998,59.580002,59.900002,395300,58.995998,3/8/2019,NFG,-0.002165566,-0.002165534,-0.33%,E
369,59.779999,60.07,59.610001,59.84,559700,58.936905,3/11/2019,NFG,-0.001001644,-0.001001703,-0.06%,E
370,59.84,60.57,59.669998,60.529999,493800,59.616489,3/12/2019,NFG,0.011530704,0.011530732,0.24%,E
371,60.59,60.849998,60.099998,60.349998,656300,59.439205,3/13/2019,NFG,-0.002973741,-0.002973749,0.11%,E
372,60.310001,60.860001,60.169998,60.419998,478000,59.508148,3/14/2019,NFG,0.001159891,0.001159901,0.17%,E
373,60.57,61.189999,60.32,60.41,1267900,59.498299,3/15/2019,NFG,-0.000165507,-0.000165475,0.19%,E
374,60.34,60.900002,60.25,60.889999,515200,59.971058,3/18/2019,NFG,0.007945757,0.007945688,0.12%,E
375,60.880001,61.169998,60,60.220001,380200,59.311169,3/19/2019,NFG,-0.011003458,-0.011003416,-0.04%,E
376,60.139999,60.939999,59.970001,60.23,371000,59.321018,3/20/2019,NFG,0.000166056,0.000166041,-0.06%,E
377,59.66,61.029999,59.610001,60.919998,410500,60.000603,3/21/2019,NFG,0.011456058,0.011456052,0.17%,E
378,60.860001,61.150002,60.43,60.439999,395600,59.527847,3/22/2019,NFG,-0.007879187,-0.00787917,-0.15%,E
379,60.52,60.860001,60.150002,60.75,314000,59.833172,3/25/2019,NFG,0.005129112,0.00512907,0.18%,E
380,60.919998,61.709999,60.900002,61.259998,314900,60.335468,3/26/2019,NFG,0.008394942,0.008395029,0.34%,E
381,61.259998,61.369999,60.830002,60.93,396800,60.010456,3/27/2019,NFG,-0.005386749,-0.005386843,0.00%,E
382,60.630001,60.810001,60.110001,60.639999,240700,60.144348,3/28/2019,NFG,0.002231145,-0.004759577,0.21%,E
383,60.610001,61.040001,60.27,60.959999,402700,60.461735,3/29/2019,NFG,0.005277088,0.005277045,0.21%,E
384,61.040001,61.139999,60.59,60.669998,435100,60.174103,4/1/2019,NFG,-0.004757257,-0.004757234,-0.05%,E
385,60.700001,60.700001,60.09,60.5,734700,60.005493,4/2/2019,NFG,-0.002802036,-0.002802011,0.00%,E
386,60.509998,60.919998,60.189999,60.759998,679600,60.263367,4/3/2019,NFG,0.004297507,0.004297488,0.04%,E
387,61.07,61.220001,60.299999,60.650002,882800,60.15427,4/4/2019,NFG,-0.001810337,-0.001810336,-0.10%,E
388,60.599998,60.889999,60.189999,60.799999,845900,60.303043,4/5/2019,NFG,0.002473191,0.002473157,0.04%,E
389,60.82,61.099998,60.380001,60.639999,497900,60.144348,4/8/2019,NFG,-0.002631625,-0.002631579,0.05%,E
390,60.630001,60.75,60.330002,60.389999,282900,59.896393,4/9/2019,NFG,-0.004122665,-0.004122691,-0.12%,E
391,60.580002,61.009998,60.299999,60.380001,378900,59.886475,4/10/2019,NFG,-0.000165586,-0.000165557,-0.09%,E
392,60.330002,60.59,59.880001,60.32,408000,59.826965,4/11/2019,NFG,-0.000993714,-0.000993723,-0.16%,E
393,60.43,60.639999,60.200001,60.400002,359200,59.906315,4/12/2019,NFG,0.001326325,0.001326293,-0.08%,E
394,60.66,61.27,60.400002,60.939999,563800,60.441898,4/15/2019,NFG,0.008940343,0.008940347,0.18%,E
395,61.099998,61.220001,60.869999,61.009998,525300,60.511326,4/16/2019,NFG,0.001148673,0.001148654,0.21%,E
396,61.07,61.189999,59.380001,59.529999,480000,59.043423,4/17/2019,NFG,-0.024258318,-0.024258303,-0.26%,E
397,59.73,59.73,58.849998,58.959999,704800,58.478081,4/18/2019,NFG,-0.009575021,-0.009575004,-0.48%,E
398,59.049999,59.66,58.889999,59.580002,415100,59.093018,4/22/2019,NFG,0.010515684,0.010515655,-0.45%,E
399,59.650002,60.580002,59.470001,60.34,425300,59.846802,4/23/2019,NFG,0.012755889,0.012755924,-0.22%,E
400,60.509998,60.630001,59.939999,60.139999,399000,59.648438,4/24/2019,NFG,-0.00331453,-0.003314567,0.20%,E
401,59.98,60.310001,59.009998,59.029999,689300,58.547508,4/25/2019,NFG,-0.01845698,-0.018456934,0.02%,E
402,59.09,59.369999,58.779999,59.169998,696500,58.686363,4/26/2019,NFG,0.002371664,0.002371659,-0.14%,E
403,58.990002,59.220001,58.400002,58.540001,330300,58.061516,4/29/2019,NFG,-0.010647227,-0.010647237,-0.61%,D
404,58.73,59.240002,58.41,59.209999,754600,58.726036,4/30/2019,NFG,0.011445102,0.011445131,-0.31%,E
405,59.299999,59.299999,58.490002,58.880001,472000,58.398735,5/1/2019,NFG,-0.005573354,-0.005573349,-0.05%,E
406,58.639999,58.799999,58.040001,58.400002,615200,57.922661,5/2/2019,NFG,-0.008152129,-0.008152157,-0.26%,E
407,58.389999,59.240002,57.380001,58.189999,878300,57.714375,5/3/2019,NFG,-0.003595933,-0.003595942,-0.12%,E
408,57.93,58.369999,57.560001,57.740002,480900,57.268055,5/6/2019,NFG,-0.007733255,-0.007733236,-0.50%,D
409,57.540001,57.939999,56.93,57.099998,406200,56.633282,5/7/2019,NFG,-0.011084242,-0.011084239,-0.61%,D
410,57.139999,57.279999,56.630001,56.66,366900,56.19688,5/8/2019,NFG,-0.007705752,-0.007705745,-0.60%,D
411,56.59,57.049999,56.060001,56.860001,658900,56.395248,5/9/2019,NFG,0.003529876,0.003529845,-0.46%,E
412,56.990002,57.259998,56.77,57.130001,514700,56.66304,5/10/2019,NFG,0.004748485,0.004748505,-0.21%,E
413,56.880001,57.380001,56.619999,57.060001,469400,56.593613,5/13/2019,NFG,-0.001225261,-0.001225276,-0.01%,E
414,57,57.43,56.84,57.150002,435300,56.682877,5/14/2019,NFG,0.00157728,0.001577305,0.17%,E
415,57.299999,57.389999,56.93,56.93,276500,56.464676,5/15/2019,NFG,-0.003849505,-0.003849554,0.02%,E
416,56.98,57.529999,56.849998,57.32,351700,56.851486,5/16/2019,NFG,0.006850478,0.006850518,0.07%,E
417,57.330002,57.57,57.049999,57.16,443400,56.692795,5/17/2019,NFG,-0.002791325,-0.002791347,0.04%,E
418,57.279999,57.279999,56.700001,56.84,479100,56.375412,5/20/2019,NFG,-0.005598295,-0.005598321,-0.11%,E
419,57.029999,57.209999,56.669998,56.77,397300,56.305984,5/21/2019,NFG,-0.00123153,-0.001231527,-0.06%,E
420,56.700001,57.049999,56.52,56.669998,258900,56.206799,5/22/2019,NFG,-0.001761536,-0.001761529,-0.23%,E
421,56.549999,57.240002,55.75,56.34,489000,55.879498,5/23/2019,NFG,-0.005823157,-0.005823152,-0.29%,E
422,56.529999,56.98,56.099998,56.139999,669100,55.681129,5/24/2019,NFG,-0.003549942,-0.003549894,-0.25%,E
423,56.540001,56.540001,54.849998,54.900002,629300,54.451267,5/28/2019,NFG,-0.022087591,-0.022087585,-0.67%,D
424,55,55,53.84,54.02,565200,53.578461,5/29/2019,NFG,-0.016029122,-0.01602918,-0.95%,D
425,53.970001,54.369999,53.459999,53.48,464700,53.042873,5/30/2019,NFG,-0.00999633,-0.009996298,-1.04%,D
426,53.299999,53.790001,53.16,53.310001,1266500,52.874264,5/31/2019,NFG,-0.003178731,-0.00317874,-1.04%,D
427,53.400002,54.060001,52.779999,53.490002,1126800,53.052792,6/3/2019,NFG,0.003376463,0.003376496,-0.52%,D
428,53.700001,54.599998,53.369999,54.560001,884200,54.114048,6/4/2019,NFG,0.020003773,0.02000372,0.20%,E
429,54.59,55.16,54.360001,55.009998,509500,54.560368,6/5/2019,NFG,0.008247766,0.008247745,0.57%,U
430,55.169998,55.720001,55.02,55.57,590400,55.115791,6/6/2019,NFG,0.010179972,0.010180004,0.83%,U
431,55.939999,55.98,54.880001,54.880001,532600,54.431431,6/7/2019,NFG,-0.012416768,-0.012416754,0.51%,U
432,54.59,54.740002,53.529999,53.59,465600,53.151974,6/10/2019,NFG,-0.023505849,-0.023505849,-0.35%,E
433,53.52,53.77,52.57,52.950001,569300,52.517208,6/11/2019,NFG,-0.011942473,-0.011942508,-0.76%,D
434,53.209999,53.5,52.970001,53.330002,542000,52.8941,6/12/2019,NFG,0.007176543,0.0071766,-0.83%,D
435,53.470001,53.790001,53.389999,53.77,473000,53.330505,6/13/2019,NFG,0.008250542,0.008250478,-0.41%,E
436,53.950001,54.220001,53.759998,54.040001,337900,53.598297,6/14/2019,NFG,0.005021366,0.005021406,0.17%,E
437,53.860001,54.290001,53.5,54.209999,523100,53.766907,6/17/2019,NFG,0.003145809,0.003145781,0.47%,E
438,54.650002,54.650002,53.720001,54.02,511800,53.578461,6/18/2019,NFG,-0.00350487,-0.00350487,0.26%,E
439,54.02,54.470001,53.869999,54.32,385500,53.876007,6/19/2019,NFG,0.005553463,0.005553499,0.20%,E
440,54.900002,54.900002,53.889999,54.18,489900,53.737152,6/20/2019,NFG,-0.002577307,-0.00257732,0.05%,E
441,53.950001,54.610001,53.849998,54.599998,1095400,54.153717,6/21/2019,NFG,0.007751899,0.007751901,0.14%,E
442,54.880001,54.919998,54.360001,54.470001,452400,54.024784,6/24/2019,NFG,-0.002380871,-0.002380898,0.17%,E
443,54.529999,54.880001,54.369999,54.439999,611400,53.995026,6/25/2019,NFG,-0.000550821,-0.000550799,0.04%,E
444,54.52,54.52,53.220001,53.220001,444300,52.785,6/26/2019,NFG,-0.022409953,-0.022409956,-0.35%,E
445,52.779999,52.970001,51.709999,51.869999,637100,51.869999,6/27/2019,NFG,-0.017334489,-0.025366441,-0.86%,D
446,51.970001,52.84,51.970001,52.75,922100,52.75,6/28/2019,NFG,0.01696551,0.01696551,-0.48%,E
447,52.880001,53.150002,52.700001,53.119999,578000,53.119999,7/1/2019,NFG,0.007014199,0.007014199,-0.33%,E
448,53.330002,53.849998,53.169998,53.709999,722100,53.709999,7/2/2019,NFG,0.011106928,0.011106928,0.35%,E
449,53.880001,54.610001,53.77,53.91,1484700,53.91,7/3/2019,NFG,0.00372372,0.00372372,0.77%,U
450,53.419998,53.73,52.970001,53.709999,404000,53.709999,7/5/2019,NFG,-0.003709905,-0.003709905,0.36%,E
451,53.860001,53.900002,53.369999,53.599998,432700,53.599998,7/8/2019,NFG,-0.002048054,-0.002048054,0.18%,E
452,53.34,53.59,53.099998,53.52,345400,53.52,7/9/2019,NFG,-0.0014925,-0.0014925,-0.07%,E
453,53.889999,53.919998,53.580002,53.73,291500,53.73,7/10/2019,NFG,0.003923767,0.003923767,-0.07%,E
454,53.709999,53.779999,53.299999,53.540001,385300,53.540001,7/11/2019,NFG,-0.003536181,-0.003536181,-0.06%,E
455,53.470001,53.650002,52.889999,53.139999,416800,53.139999,7/12/2019,NFG,-0.007471087,-0.007471087,-0.17%,E
456,52.75,52.939999,51.709999,51.939999,851900,51.939999,7/15/2019,NFG,-0.02258186,-0.02258186,-0.59%,D
457,51.639999,51.740002,50.970001,51.619999,822200,51.619999,7/16/2019,NFG,-0.006160955,-0.006160955,-0.80%,D
458,51.869999,52.049999,50.599998,50.639999,598500,50.639999,7/17/2019,NFG,-0.01898489,-0.01898489,-1.11%,D
459,50.470001,50.470001,49.32,49.419998,937900,49.419998,7/18/2019,NFG,-0.024091647,-0.024091647,-1.45%,D
